CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Telephone Number,Provider SSA County Code,County/Parish,Ownership Type,Number of Certified Beds,Average Number of Residents per Day,Average Number of Residents per Day Footnote,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid Services,Chain Name,Chain ID,Number of Facilities in Chain,Chain Average Overall 5-star Rating,Chain Average Health Inspection Rating,Chain Average Staffing Rating,Chain Average QM Rating,Continuing Care Retirement Community,Special Focus Status,Abuse Icon,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Long-Stay QM Rating,Long-Stay QM Rating Footnote,Short-Stay QM Rating,Short-Stay QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported Nurse Aide Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total number of nurse staff hours per resident per day on the weekend,Registered Nurse hours per resident per day on the weekend,Reported Physical Therapist Staffing Hours per Resident Per Day,Total nursing staff turnover,Total nursing staff turnover footnote,Registered Nurse turnover,Registered Nurse turnover footnote,Number of administrators who have left the nursing home,Administrator turnover footnote,Nursing Case-Mix Index,Nursing Case-Mix Index Ratio,Case-Mix Nurse Aide Staffing Hours per Resident per Day,Case-Mix LPN Staffing Hours per Resident per Day,Case-Mix RN Staffing Hours per Resident per Day,Case-Mix Total Nurse Staffing Hours per Resident per Day,Case-Mix Weekend Total Nurse Staffing Hours per Resident per Day,Adjusted Nurse Aide Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,Rating Cycle 1 Standard Survey Health Date,Rating Cycle 1 Total Number of Health Deficiencies,Rating Cycle 1 Number of Standard Health Deficiencies,Rating Cycle 1 Number of Complaint Health Deficiencies,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Number of Health Revisits,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Total Health Score,Rating Cycle 2 Standard Health Survey Date,Rating Cycle 2/3 Total Number of Health Deficiencies,Rating Cycle 2 Number of Standard Health Deficiencies,Rating Cycle 2/3 Number of Complaint Health Deficiencies,Rating Cycle 2/3 Health Deficiency Score,Rating Cycle 2/3 Number of Health Revisits,Rating Cycle 2/3 Health Revisit Score,Rating Cycle 2/3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Citations from Infection Control Inspections,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Latitude,Longitude,Geocoding Footnote,Processing Date
35097,THE LEGACY REHAB & CARE CENTER,2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442,9287631404,70,Mohave,For profit - Corporation,120,66,,Medicare and Medicaid,N,SILVER RIDGE MANAGEMENT INC,1985-01-08,,,,,,,,N,,N,N,N,Resident,Yes,5,,5,,2,,2,,3,,3,,,,2.1992,1.00666,0.33808,1.34474,3.54394,3.16804,0.27916,0.06612,51.948,,20,,1,,1.31186,0.9496,2.18701,0.82441,0.64358,3.65499,3.23244,2.30322,1.05428,0.35407,3.71157,3.31789,2025-01-17,0,0,0,0,0,0,0,2023-02-09,2,2,0,12,1,0,12,3,0,0,,0,0,0,0,"2812 SILVER CREEK ROAD,BULLHEAD CITY,AZ,86442",35.1098,-114.55,,2025-09-01
35099,SANDSTONE OF TUCSON REHAB CENTRE,2900 EAST MILBER STREET,TUCSON,AZ,85714,5202940005,90,Pima,For profit - Limited Liability company,240,143.4,,Medicare and Medicaid,N,SANDSTONE OF TUCSON REHAB CENTRE LLC,1985-02-05,SANDSTONE HEALTHCARE GROUP,463,3,1.7,1,3.3,4.3,N,,N,N,N,Resident,Yes,2,,1,,5,,5,,5,,4,,,,2.16277,0.90811,0.49575,1.40386,3.56663,3.33381,0.44303,0.05405,68.981,,42.105,,1,,1.08578,0.78595,1.81011,0.68233,0.53267,3.02511,2.67538,2.7367,1.1491,0.6273,4.5131,4.2185,2023-11-03,19,13,6,84,1,0,84,2022-09-15,19,16,6,108,1,0,108,90,7,7,0,2,15771.93,0,2,"2900 EAST MILBER STREET,TUCSON,AZ,85714",32.1727,-110.93,,2025-09-01
35100,HAVASU NURSING CENTER,3576 KEARSAGE DRIVE,LAKE HAVASU CITY,AZ,86406,9284531500,70,Mohave,For profit - Corporation,118,45.9,,Medicare and Medicaid,N,HAVASU NURSING CENTER #2 INC,1985-02-28,CIRCLE B ENTERPRISES,145,29,2.3,2.9,2.1,2,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,3,,,,1.85102,0.64904,0.62104,1.27008,3.1211,2.68524,0.42052,0.08166,45,,28.571,,0,,1.3012,0.94189,2.16925,0.81771,0.63835,3.62531,3.20619,1.95444,0.68531,0.65574,3.29549,2.83528,2024-02-01,4,4,4,16,1,0,16,2022-10-28,7,6,1,28,1,0,28,19,0,1,,0,0,0,0,"3576 KEARSAGE DRIVE,LAKE HAVASU CITY,AZ,86406",34.4544,-114.26,,2025-09-01
35101,CHANDLER POST ACUTE AND REHABILITATION,2121 WEST ELGIN STREET,CHANDLER,AZ,85224,4808996717,60,Maricopa,For profit - Corporation,120,104.3,,Medicare and Medicaid,N,"OCOTILLO HEALTHCARE, INC.",1985-01-24,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,4,,,,2.09716,1.28235,0.6297,1.91205,4.0092,3.35796,0.54007,0.08166,50,,44.444,,1,,1.30602,0.94538,2.17728,0.82074,0.64071,3.63873,3.21806,2.20617,1.349,0.66243,4.2176,3.53251,2023-12-07,1,0,1,4,0,0,4,2022-10-20,10,6,5,40,1,0,40,13,1,4,,0,0,0,0,"2121 WEST ELGIN STREET,CHANDLER,AZ,85224",33.2972,-111.88,,2025-09-01
35103,CITADEL POST ACUTE,5121 EAST BROADWAY ROAD,MESA,AZ,85206,4808325555,60,Maricopa,For profit - Corporation,128,114.8,,Medicare and Medicaid,N,"HIGLEY HEALTHCARE, INC.",1985-03-01,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,N,N,N,Resident,Yes,5,,5,,5,,5,,5,,3,,,,1.89289,1.29654,0.56566,1.8622,3.75509,3.23389,0.29585,0.17407,38.596,,47.368,,0,,1.34715,0.97515,2.24585,0.84659,0.66089,3.75333,3.31941,1.93048,1.32229,0.5769,3.82967,3.29812,2025-02-21,3,3,0,12,1,0,12,2023-04-14,1,1,0,4,1,0,4,10,0,0,,0,0,0,0,"5121 EAST BROADWAY ROAD,MESA,AZ,85206",33.4084,-111.72,,2025-09-01
35105,SHEA POST ACUTE REHABILITATION CENTER,11150 NORTH 92ND STREET,SCOTTSDALE,AZ,85260,4808601766,60,Maricopa,For profit - Corporation,120,110.1,,Medicare and Medicaid,N,"DESERT COVE HEALTHCARE, INC.",1985-04-09,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,1.8393,0.7564,0.57468,1.33107,3.17038,2.74885,0.38796,0.14564,43.023,,35.714,,1,,1.21431,0.87899,2.02438,0.7631,0.59572,3.38321,2.99208,2.08105,0.85581,0.65021,3.58707,3.11014,2024-12-13,1,1,1,4,1,0,4,2023-06-02,7,6,1,32,1,0,32,11,2,2,,0,0,0,0,"11150 NORTH 92ND STREET,SCOTTSDALE,AZ,85260",33.5868,-111.88,,2025-09-01
35106,TEMPE POST ACUTE,6100 SOUTH RURAL ROAD,TEMPE,AZ,85283,4808318660,60,Maricopa,For profit - Corporation,60,63.9,,Medicare and Medicaid,N,WESTERN CANAL HEALTHCARE LLC,1985-07-29,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,Y,,N,N,N,Resident,Yes,5,,4,,5,,4,,5,,4,,,,2.98063,1.01337,0.55807,1.57144,4.55207,3.78815,0.39032,0.19678,43.243,,25,,0,,1.48246,1.0731,2.47143,0.93162,0.72728,4.13032,3.65282,2.76237,0.93916,0.5172,4.21873,3.51075,2024-11-21,1,1,0,8,1,0,8,2023-12-15,6,1,5,32,1,0,32,14,1,5,,0,0,0,0,"6100 SOUTH RURAL ROAD,TEMPE,AZ,85283",33.3674,-111.93,,2025-09-01
35107,HAVEN OF PHOENIX,4202 NORTH 20TH AVENUE,PHOENIX,AZ,85015,6022643824,60,Maricopa,For profit - Limited Liability company,114,105.4,,Medicare and Medicaid,N,HAVEN OF PHOENIX LLC,1985-06-24,HAVEN HEALTH,249,20,2.8,2.3,2.2,4.8,N,,N,N,N,None,Yes,4,,3,,5,,5,,5,,2,,,,1.85738,0.96888,0.42268,1.39157,3.24895,2.76416,0.15071,0.03224,43.82,,60,,2,,1.28935,0.93331,2.14949,0.81026,0.63254,3.59228,3.17698,1.9792,1.03243,0.4504,3.46203,2.94544,2025-01-24,7,4,5,32,1,0,32,2023-09-08,6,5,2,28,1,0,28,31,1,4,,0,0,0,0,"4202 NORTH 20TH AVENUE,PHOENIX,AZ,85015",33.4966,-112.1,,2025-09-01
35110,SUN WEST CHOICE HEALTHCARE & REHAB,14002 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375,6235846161,60,Maricopa,For profit - Corporation,140,132.8,,Medicare and Medicaid,N,"APACHE TRAIL HEALTHCARE, INC.",1985-07-25,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,2.21522,0.89057,0.59746,1.48803,3.70324,3.13141,0.41881,0.03474,44.444,,44.444,,0,,1.24379,0.90034,2.07354,0.78163,0.61019,3.46536,3.06474,2.44695,0.98373,0.65996,4.09064,3.45899,2024-09-03,2,2,1,8,1,0,8,2023-02-03,5,3,1,36,1,0,36,15,0,2,1,1,4837.95,0,1,"14002 WEST MEEKER BLVD,SUN CITY WEST,AZ,85375",33.6589,-112.36,,2025-09-01
35111,LAKE PLEASANT POST ACUTE REHABILITATION CENTER,20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382,6235660642,60,Maricopa,For profit - Corporation,128,101.5,,Medicare and Medicaid,N,LAKE PLEASANT HEALTHCARE INC.,1985-07-29,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,4,,2,,,,1.89773,1.07667,0.54768,1.62435,3.52208,3.02027,0.48498,0.08019,55.725,,52.381,,0,,1.34677,0.97488,2.24522,0.84635,0.66071,3.75228,3.31849,1.93596,1.09836,0.55872,3.59303,3.08111,2024-05-10,5,5,0,28,1,0,28,2023-01-26,11,7,7,60,1,0,60,36,1,4,1,0,0,0,0,"20625 NORTH LAKE PLEASANT ROAD,PEORIA,AZ,85382",33.671,-112.28,,2025-09-01
35112,APACHE JUNCTION HEALTH CENTER,2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120,4809830700,100,Pinal,For profit - Corporation,190,154.1,,Medicare and Medicaid,N,APACHE JUNCTION COMMUNITY HEALTHCARE LLC,1998-05-13,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,5,,2,,,,2.13331,1.12448,0.41389,1.53836,3.67167,3.60649,0.45564,0.11241,59.06,,60,,1,,1.43966,1.04211,2.40006,0.90472,0.70627,4.01106,3.54735,2.03588,1.07312,0.39498,3.50398,3.44178,2025-02-21,6,5,6,28,1,0,28,2023-06-16,4,1,3,40,1,0,40,31,7,7,,0,0,0,0,"2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120",33.3933,-111.57,,2025-09-01
35114,MOUNTAIN VIEW MANOR,1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305,9287784837,120,Yavapai,For profit - Individual,116,64.6,,Medicare and Medicaid,N,SANDRETTO HILLS NURSING CENTER 2,1985-06-10,CIRCLE B ENTERPRISES,145,29,2.3,2.9,2.1,2,N,,Y,N,N,Resident,Yes,1,,1,,2,,1,,3,,2,,,,1.96612,1.10507,0.37032,1.47539,3.44151,3.28873,0.27144,0.07625,65.753,,62.5,,1,,1.268,0.91786,2.11389,0.79684,0.62206,3.5328,3.12438,2.13034,1.19737,0.40125,3.72896,3.56342,2025-02-28,16,11,5,76,1,0,76,2023-02-22,18,17,8,124,1,0,124,88,3,8,,1,7442.5,0,1,"1045 SANDRETTO DRIVE,PRESCOTT,AZ,86305",34.6028,-112.46,,2025-09-01
35116,THE REHABILITATION CENTER AT THE PALAZZO,6250 NORTH 19TH AVENUE,PHOENIX,AZ,85015,6024336300,60,Maricopa,For profit - Limited Liability company,60,52.1,,Medicare and Medicaid,N,19TH AVENUE OPERATIONS LLC,1985-09-19,,,,,,,,Y,,N,N,N,Resident,Yes,2,,2,,3,,4,,2,,2,,,,2.1331,1.10686,0.31915,1.42601,3.55911,3.09763,0.29996,0.09708,64.912,,42.857,,1,,1.38713,1.00409,2.31249,0.87171,0.68051,3.86471,3.41792,2.11276,1.09631,0.31611,3.52518,3.06811,2023-09-08,6,6,1,28,1,0,28,2022-07-28,14,13,4,92,1,0,92,44,0,4,0,0,0,0,0,"6250 NORTH 19TH AVENUE,PHOENIX,AZ,85015",33.5285,-112.1,,2025-09-01
35117,PAYSON CARE CENTER,107 EAST LONE PINE DRIVE,PAYSON,AZ,85541,9284746896,30,Gila,For profit - Limited Liability company,163,40.6,,Medicare and Medicaid,N,PAYSON UNITED MEDICAL INVESTORS LLC,1985-11-25,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,2,,1,,5,,4,,5,,3,,,,1.94454,0.76784,0.68887,1.4567,3.40124,2.99585,0.5587,0.0375,42.105,,55.556,,0,,1.36858,0.99067,2.28158,0.86006,0.67141,3.81304,3.37222,1.9521,0.77082,0.69155,3.41447,3.0075,2025-03-07,18,7,12,88,1,0,88,2023-04-06,5,3,3,24,1,0,24,72,3,5,,0,0,0,0,"107 EAST LONE PINE DRIVE,PAYSON,AZ,85541",34.2312,-111.32,,2025-09-01
35118,HAVEN OF CAMP VERDE,86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322,9285675253,120,Yavapai,For profit - Corporation,58,44.5,,Medicare and Medicaid,N,HAVEN OF CAMP VERDE LLC,1985-11-13,HAVEN HEALTH,249,20,2.8,2.3,2.2,4.8,N,,N,N,N,Resident,Yes,3,,2,,5,,5,,4,,3,,,,1.69858,0.86869,0.67288,1.54157,3.24014,2.92797,0.55998,0.03953,50,,57.143,,1,,1.30009,0.94108,2.16739,0.81701,0.6378,3.6222,3.20344,1.79503,0.91801,0.71109,3.42413,3.09422,2025-01-30,6,5,1,32,1,0,32,2023-12-08,8,3,5,76,1,0,76,43,2,5,,0,0,0,0,"86 WEST SALT MINE ROAD,CAMP VERDE,AZ,86322",34.5549,-111.86,,2025-09-01
35120,MI CASA NURSING CENTER,330 SOUTH PINNULE CIRCLE,MESA,AZ,85206,4809810687,60,Maricopa,For profit - Corporation,180,118.9,,Medicare and Medicaid,N,MESA UNITED MEDICAL INVESTORS LIMITED PARTNERSHIP,1985-11-27,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,Y,Y,N,Resident,Yes,2,,2,,4,,4,,5,,3,,,,2.11809,0.98484,0.64113,1.62597,3.74405,3.32657,0.63089,0.10283,45.714,,23.077,,0,,1.40917,1.02005,2.34925,0.88556,0.69132,3.92613,3.47224,2.06508,0.96019,0.62508,3.65035,3.24331,2023-06-08,6,1,5,32,1,0,32,2022-04-20,9,7,2,48,1,0,48,36,5,4,,1,6509.75,0,1,"330 SOUTH PINNULE CIRCLE,MESA,AZ,85206",33.4108,-111.7,,2025-09-01
35121,BOSWELL TRANSITIONAL CARE OF CASCADIA,10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351,6238327000,60,Maricopa,For profit - Limited Liability company,115,84.6,,Medicare and Medicaid,N,SUN CITY OF CASCADIA LLC,1985-12-16,CASCADIA HEALTHCARE,118,44,3.2,2.9,2.9,4,N,,N,Y,N,Both,Yes,4,,4,,4,,2,,5,,3,,,,2.1707,1.23282,0.71499,1.94781,4.11851,3.4809,0.28576,0.15978,54.464,,35.714,,1,,1.46461,1.06018,2.44167,0.9204,0.71852,4.08059,3.60884,2.03626,1.15647,0.67071,3.86344,3.26532,2023-03-23,2,2,1,8,1,0,8,2022-03-17,6,6,0,28,1,0,28,13,0,1,,0,0,0,0,"10601 WEST SANTA FE DRIVE,SUN CITY,AZ,85351",33.6039,-112.29,,2025-09-01
35125,RIDGECREST POST ACUTE,16640 NORTH 38TH STREET,PHOENIX,AZ,85032,6024826671,60,Maricopa,For profit - Limited Liability company,200,157.3,,Medicare and Medicaid,N,"RIDGECREST COMMUNITY HEALTHCARE, LLC",1986-02-28,PACS GROUP,690,207,2.8,2.5,2.3,4.2,N,,Y,N,N,Resident,Yes,3,,2,,5,,5,,5,,3,,,,2.71566,0.93656,0.3994,1.33595,4.05162,3.67179,0.23368,0.0196,63.314,,45,,0,,1.26542,0.91599,2.1096,0.79523,0.6208,3.52563,3.11803,2.94847,1.01685,0.43364,4.39896,3.98656,2024-12-05,5,4,1,24,1,0,24,2023-03-16,8,4,5,36,1,0,36,27,10,9,,0,0,0,0,"16640 NORTH 38TH STREET,PHOENIX,AZ,85032",33.638,-112,,2025-09-01
35126,LIFE CARE CENTER OF NORTH GLENDALE,13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304,6028438433,60,Maricopa,For profit - Corporation,223,119.5,,Medicare and Medicaid,N,GLENDALE MEDICAL INVESTORS LIMITED PARTNERSHIP,1986-04-10,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,Y,N,Resident,Yes,3,,3,,4,,5,,2,,3,,,,1.79593,1.05884,0.54871,1.60755,3.40348,3.03003,0.30997,0.05457,25.51,,7.143,,1,,1.44239,1.04409,2.40463,0.90644,0.70762,4.01868,3.55409,1.71066,1.00856,0.52266,3.24188,2.88616,2023-07-03,3,1,2,20,1,0,20,2022-05-05,11,10,1,60,1,0,60,30,1,4,,0,0,0,0,"13620 NORTH 55TH AVENUE,GLENDALE,AZ,85304",33.6076,-112.18,,2025-09-01
35127,"HAVEN HEALTH PRESCOTT, LLC",864 DOUGHERTY STREET,PRESCOTT,AZ,86305,9287789667,120,Yavapai,For profit - Corporation,58,55.5,,Medicare and Medicaid,N,HAVEN HEALTH PRESCOTT LLC,1986-03-19,HAVEN HEALTH,249,20,2.8,2.3,2.2,4.8,N,,N,N,N,Resident,Yes,4,,4,,4,,5,,4,,4,,,,2.34808,0.48635,1.14405,1.6304,3.97849,3.39718,0.67228,0.11353,45.902,,28.571,,0,,1.50897,1.09229,2.51562,0.94828,0.74028,4.20418,3.71814,2.13791,0.44282,1.04165,3.62238,3.09311,2024-08-01,2,2,1,8,1,0,8,2022-12-22,10,8,4,52,1,0,52,19,1,5,,1,3145.35,0,1,"864 DOUGHERTY STREET,PRESCOTT,AZ,86305",34.5548,-112.49,,2025-09-01
35130,ARCHSTONE CARE CENTER,1980 WEST PECOS ROAD,CHANDLER,AZ,85224,4808211268,60,Maricopa,For profit - Partnership,120,84.8,,Medicare and Medicaid,N,PECOS HEALTHCARE LIMITED PTRSHP,1986-08-29,,,,,,,,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,2.21697,1.08008,0.29718,1.37726,3.59422,3.17994,0.20507,0.01256,37.037,,50,,0,,1.32776,0.96112,2.21353,0.8344,0.65138,3.69931,3.27164,2.29401,1.11762,0.30751,3.71914,3.29045,2023-10-13,2,1,1,8,1,0,8,2022-08-25,6,6,1,24,1,0,24,12,0,2,,0,0,0,0,"1980 WEST PECOS ROAD,CHANDLER,AZ,85224",33.2914,-111.88,,2025-09-01
35131,GRANITE CREEK HEALTH & REHABILITATION CENTER,1045 SCOTT DRIVE,PRESCOTT,AZ,86301,9287789603,120,Yavapai,For profit - Corporation,128,99.9,,Medicare and Medicaid,N,"WATSON WOODS HEALTHCARE, INC.",1986-07-31,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,Y,N,N,Resident,Yes,1,,1,,3,,4,,3,,1,,,,1.82226,1.03908,0.468,1.50708,3.32934,3.03458,0.36249,0.05433,67.619,,73.333,,0,,1.47081,1.06466,2.452,0.92429,0.72156,4.09785,3.6241,1.70221,0.97062,0.43717,3.11,2.83465,2024-10-02,11,10,3,72,1,0,72,2023-01-13,20,8,18,96,1,0,96,78,8,14,,0,0,0,0,"1045 SCOTT DRIVE,PRESCOTT,AZ,86301",34.5609,-112.47,,2025-09-01
35132,CORONADO HEALTHCARE CENTER,11411 NORTH 19TH AVE,PHOENIX,AZ,85029,6022567500,60,Maricopa,For profit - Limited Liability company,191,154.7,,Medicare and Medicaid,N,NORTH MOUNTAIN HEALTHCARE LLC,1986-08-05,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,5,,3,,,,2.15158,1.01499,0.38672,1.40171,3.5533,2.95336,0.15686,0.05749,43.605,,55.556,,0,,1.24155,0.89871,2.06981,0.78023,0.60909,3.45912,3.05922,2.38095,1.12319,0.42795,3.93209,3.2682,2023-12-21,0,0,0,0,0,0,0,2022-10-20,8,0,8,48,0,0,48,12,5,5,,0,0,0,0,"11411 NORTH 19TH AVE,PHOENIX,AZ,85029",33.5894,-112.1,,2025-09-01
35133,LIFE CARE CENTER OF YUMA,2450 SOUTH 19TH AVENUE,YUMA,AZ,85364,9283440425,130,Yuma,For profit - Corporation,128,100.3,,Medicare and Medicaid,N,"LIFE CARE CENTERS OF AMERICA, INC.",1986-08-18,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,2,,2,,4,,4,,3,,2,,,,2.40145,0.9775,0.46618,1.44369,3.84514,3.31857,0.1716,0.03417,43.689,,46.154,,0,,1.47407,1.06702,2.45743,0.92634,0.72316,4.10693,3.63214,2.23828,0.91108,0.43451,3.58387,3.09308,2024-06-27,9,4,5,52,1,0,52,2022-12-22,7,6,1,40,1,0,40,49,0,1,,0,0,0,0,"2450 SOUTH 19TH AVENUE,YUMA,AZ,85364",32.6828,-114.64,,2025-09-01
35134,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,807 WEST LONGHORN ROAD,PAYSON,AZ,85541,9284741120,30,Gila,For profit - Corporation,109,64.3,,Medicare and Medicaid,N,"RIM COUNTRY REHAB, INC",1986-10-31,,,,,,,,N,,Y,N,N,Resident,Yes,1,,1,,3,,1,,5,,4,,,,2.09233,0.85579,0.7945,1.6503,3.74263,3.36965,0.61061,0.05522,60.606,,25,,1,,1.20504,0.87228,2.00894,0.75728,0.59118,3.35739,2.96925,2.38554,0.97572,0.90584,4.2671,3.84184,2025-02-28,11,3,8,60,1,0,60,2023-06-09,20,11,10,144,1,0,144,81,13,8,,1,15935,0,1,"807 WEST LONGHORN ROAD,PAYSON,AZ,85541",34.2393,-111.33,,2025-09-01
35135,MONTECITO POST ACUTE CARE AND REHABILITATION,51 SOUTH 48TH STREET,MESA,AZ,85206,9494879500,60,Maricopa,For profit - Corporation,222,190.7,,Medicare and Medicaid,N,"SUNLAND HEALTH ASSOCIATES, LLC.",1986-09-17,THE ENSIGN GROUP,507,303,3.2,2.9,2.6,4.1,N,,N,N,N,Resident,Yes,4,,3,,5,,5,,5,,3,,,,2.04552,0.93079,1.24131,2.1721,4.21763,3.55105,0.88146,0.11579,41.748,,25,,1,,1.90738,1.38068,3.17981,1.19865,0.93573,5.31419,4.69982,1.47342,0.67046,0.89413,3.03801,2.55787,2025-02-14,4,3,1,20,1,0,20,2023-08-18,12,2,10,56,1,0,56,29,2,6,,0,0,0,0,"51 SOUTH 48TH STREET,MESA,AZ,85206",33.4144,-111.73,,2025-09-01
35136,LIFE CARE CENTER OF SIERRA VISTA,2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635,5204581050,10,Cochise,For profit - Limited Liability company,152,62,,Medicare and Medicaid,N,"SIERRA VISTA MEDICAL INVESTORS, LP",1986-10-02,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,Y,N,N,None,Yes,2,,2,,3,,2,,3,,2,,,,1.97492,0.8007,0.64722,1.44792,3.42283,2.99584,0.4224,0.06653,47.458,,54.545,,1,,1.38493,1.0025,2.30883,0.87033,0.67943,3.85858,3.4125,1.9592,0.79433,0.64207,3.3956,2.972,2023-12-22,6,1,6,44,1,0,44,2022-09-22,8,6,3,52,1,0,52,46,4,4,,2,55880.5,0,2,"2305 EAST WILCOX DRIVE,SIERRA VISTA,AZ,85635",31.5521,-110.27,,2025-09-01
35139,HAVEN OF SHOW LOW,2401 EAST HUNT STREET,SHOW LOW,AZ,85901,9285375333,80,Navajo,For profit - Limited Liability company,58,42.4,,Medicare and Medicaid,N,HAVEN OF SHOW LOW LLC,1987-03-05,HAVEN HEALTH,249,20,2.8,2.3,2.2,4.8,N,,N,N,N,Resident,Yes,1,,1,,3,,3,,2,,2,,,,1.32239,0.83055,0.78077,1.61132,2.93371,2.39156,0.42067,0.16457,61.538,,60,,0,,1.35957,0.98414,2.26655,0.85439,0.66698,3.78792,3.35,1.33634,0.83931,0.78901,2.96465,2.41679,2024-08-08,12,10,2,76,1,0,76,2023-08-10,16,8,8,76,1,0,76,76,3,6,,1,28912,0,1,"2401 EAST HUNT STREET,SHOW LOW,AZ,85901",34.2037,-110.02,,2025-09-01
35140,LIFE CARE CENTER OF TUCSON,6211 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741,5205750900,90,Pima,For profit - Corporation,162,82.3,,Medicare and Medicaid,N,TUCSON MEDICAL INVESTORS LLC,1987-01-07,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,2,,2,,4,,3,,4,,3,,,,2.00532,1.09678,0.63228,1.72906,3.73439,3.22683,0.44511,0.03193,50,,25,,1,,1.38162,1.00011,2.30332,0.86825,0.6778,3.84937,3.40435,1.99413,1.09066,0.62875,3.71353,3.20881,2024-07-17,10,9,1,60,1,0,60,2023-03-14,16,8,8,76,1,0,76,64,4,5,,0,0,0,0,"6211 NORTH LA CHOLLA BOULEVARD,TUCSON,AZ,85741",32.3195,-111.01,,2025-09-01
35141,HERITAGE HEALTH CARE CENTER,1300  SOUTH STREET,GLOBE,AZ,85501,9284253118,30,Gila,For profit - Limited Liability company,96,67,,Medicare and Medicaid,N,"GLOBE MEDICAL INVESTORS, LLC",1987-03-31,LIFE CARE CENTERS OF AMERICA,311,195,3.4,2.9,3.2,4.4,N,,N,N,N,Resident,Yes,5,,5,,3,,4,,3,,4,,,,2.0035,0.58659,0.78635,1.37294,3.37644,2.93183,0.62117,0.0714,27.273,,20,,1,,1.28833,0.93257,2.14779,0.80962,0.63204,3.58945,3.17448,2.13658,0.62556,0.83858,3.60071,3.12658,2024-01-04,1,0,1,4,0,0,4,2022-09-29,0,0,0,0,0,0,0,3,1,1,,0,0,0,0,"1300  SOUTH STREET,GLOBE,AZ,85501",33.3939,-110.77,,2025-09-01
